date,form_type,accession_number,lm_positive,lm_negative,lm_uncertain,lm_litigious,lm_constraining,lm_pos_pct,lm_neg_pct,lm_uncertain_pct,lm_sentiment_score,total_words
2010-06-07,8-K,0001341004-10-000992,0,2,3,3,1,0.0,0.5319,0.7979,-0.5319,376
2010-07-21,8-K,0001104659-10-038783,0,1,2,1,4,0.0,0.5181,1.0363,-0.5181,193
2010-07-30,8-K,0001341004-10-001299,0,1,2,2,2,0.0,0.4255,0.8511,-0.4255,235
2010-08-02,10-Q,0001047469-10-006835,2,1,11,1,3,0.9174,0.4587,5.0459,0.4587,218
2010-08-24,8-K,0001341004-10-001457,0,1,2,2,1,0.0,0.4651,0.9302,-0.4651,215
2010-08-27,8-K,0001341004-10-001481,0,1,2,2,2,0.0,0.578,1.1561,-0.578,173
2010-09-07,8-K,0001341004-10-001532,2,12,4,11,3,0.2611,1.5666,0.5222,-1.3055,766
2010-09-27,8-K,0001341004-10-001640,0,1,2,2,1,0.0,0.5263,1.0526,-0.5263,190
2010-10-05,8-K,0001341004-10-001678,0,3,2,2,1,0.0,1.5306,1.0204,-1.5306,196
2010-10-19,8-K,0001104659-10-052708,0,1,2,1,4,0.0,0.4695,0.939,-0.4695,213
2010-10-29,10-Q,0001047469-10-008993,2,0,11,1,3,0.939,0.0,5.1643,0.939,213
2010-11-04,8-K,0001104659-10-055938,1,1,2,2,1,0.6667,0.6667,1.3333,0.0,150
2010-11-08,8-K,0001104659-10-056919,0,2,10,2,1,0.0,0.3976,1.9881,-0.3976,503
2010-11-16,8-K,0000021344-10-000007,0,1,1,1,1,0.0,0.5495,0.5495,-0.5495,182
2010-11-18,8-K,0001104659-10-059174,1,1,2,2,1,0.3195,0.3195,0.639,0.0,313
2010-11-23,8-K,0001104659-10-059789,1,1,2,2,1,0.6803,0.6803,1.3605,0.0,147
2010-12-01,8-K,0000021344-10-000010,0,1,2,1,2,0.0,0.5988,1.1976,-0.5988,167
2010-12-09,8-K,0000021344-10-000013,1,1,5,1,1,0.3205,0.3205,1.6026,0.0,312
2010-12-15,8-K,0001104659-10-062845,1,1,2,2,1,0.565,0.565,1.1299,0.0,177
2011-02-09,8-K,0001104659-11-005743,0,1,2,1,4,0.0,0.4329,0.8658,-0.4329,231
2011-02-17,8-K,0001104659-11-007928,1,2,33,3,5,0.142,0.2841,4.6875,-0.142,704
2011-02-17,8-K,0001104659-11-008035,0,1,5,1,1,0.0,0.3472,1.7361,-0.3472,288
2011-02-28,10-K,0001047469-11-001506,3,1,11,1,3,1.1194,0.3731,4.1045,0.7463,268
2011-04-26,8-K,0001104659-11-022266,0,1,2,2,4,0.0,0.4167,0.8333,-0.4167,240
2011-04-29,8-K,0000021344-11-000003,0,2,3,1,1,0.0,0.6579,0.9868,-0.6579,304
2011-05-02,10-Q,0001047469-11-004348,2,0,11,1,3,0.8696,0.0,4.7826,0.8696,230
2011-07-19,8-K,0001104659-11-039543,0,1,2,1,4,0.0,0.4367,0.8734,-0.4367,229
2011-08-01,10-Q,0001047469-11-006790,2,0,11,1,3,0.8696,0.0,4.7826,0.8696,230
2011-08-08,8-K,0001104659-11-044947,0,4,7,5,4,0.0,0.5326,0.9321,-0.5326,751
2011-08-19,8-K,0001341004-11-001645,2,4,7,5,4,0.274,0.5479,0.9589,-0.274,730
2011-09-01,8-K,0001341004-11-001698,1,3,7,7,4,0.1377,0.4132,0.9642,-0.2755,726
2011-10-18,8-K,0001104659-11-056480,0,1,2,1,4,0.0,0.4367,0.8734,-0.4367,229
2011-10-27,10-Q,0000021344-11-000011,0,1,0,0,0,0.0,3.8462,0.0,-3.8462,26
2011-12-19,8-K,0000021344-11-000015,1,1,6,2,1,0.2865,0.2865,1.7192,0.0,349
2012-02-07,8-K,0001104659-12-007148,0,1,2,2,4,0.0,0.4065,0.813,-0.4065,246
2012-02-15,8-K,0001104659-12-010168,0,1,6,1,2,0.0,0.2994,1.7964,-0.2994,334
2012-02-21,8-K,0000021344-12-000002,1,1,5,2,1,0.3003,0.3003,1.5015,0.0,333
2012-02-23,10-K,0000021344-12-000007,0,1,0,0,0,0.0,2.7778,0.0,-2.7778,36
2012-03-14,8-K,0001104659-12-018282,0,3,2,2,1,0.0,0.7009,0.4673,-0.7009,428
2012-04-17,8-K,0000021344-12-000017,0,1,2,2,4,0.0,0.3831,0.7663,-0.3831,261
2012-04-26,10-Q,0000021344-12-000023,0,1,0,0,0,0.0,3.8462,0.0,-3.8462,26
2012-04-27,8-K,0000021344-12-000026,0,5,1,2,1,0.0,1.7241,0.3448,-1.7241,290
2012-07-10,8-K,0001104659-12-048265,3,2,1,1,1,1.3393,0.8929,0.4464,0.4464,224
2012-07-17,8-K,0000021344-12-000034,0,1,2,2,4,0.0,0.3774,0.7547,-0.3774,265
2012-07-26,10-Q,0000021344-12-000037,0,1,0,0,0,0.0,3.8462,0.0,-3.8462,26
2012-07-27,8-K,0001104659-12-051772,3,2,1,1,1,1.1905,0.7937,0.3968,0.3968,252
2012-07-31,8-K,0001104659-12-052732,0,1,2,1,1,0.0,0.3676,0.7353,-0.3676,272
2012-08-23,8-K,0000021344-12-000040,1,1,2,2,4,0.2519,0.2519,0.5038,0.0,397
2012-09-14,8-K,0001104659-12-063422,3,1,4,1,1,0.8086,0.2695,1.0782,0.5391,371
2012-10-16,8-K,0000021344-12-000048,0,1,2,2,4,0.0,0.3774,0.7547,-0.3774,265
2012-10-25,10-Q,0000021344-12-000051,0,1,0,0,0,0.0,3.8462,0.0,-3.8462,26
2013-02-12,8-K,0000021344-13-000003,0,1,2,2,4,0.0,0.3745,0.7491,-0.3745,267
2013-02-20,8-K,0001104659-13-012236,0,3,27,2,5,0.0,0.3937,3.5433,-0.3937,762
2013-02-21,8-K,0001104659-13-012805,0,1,1,1,1,0.0,0.5376,0.5376,-0.5376,186
2013-02-27,10-K,0000021344-13-000007,0,1,0,0,0,0.0,2.7778,0.0,-2.7778,36
2013-03-05,8-K,0001104659-13-017549,0,3,2,2,1,0.0,0.6803,0.4535,-0.6803,441
2013-03-21,8-K,0000021344-13-000009,0,1,2,2,1,0.0,0.3968,0.7937,-0.3968,252
2013-04-16,8-K,0000021344-13-000012,0,1,2,2,4,0.0,0.3846,0.7692,-0.3846,260
2013-04-25,10-Q,0000021344-13-000017,0,1,0,0,0,0.0,3.8462,0.0,-3.8462,26
2013-04-26,8-K,0001104659-13-033461,2,4,1,1,1,0.7663,1.5326,0.3831,-0.7663,261
2013-07-16,8-K,0000021344-13-000036,0,1,2,2,4,0.0,0.3788,0.7576,-0.3788,264
